constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year,name
28540,1107,213,2.0,10,10,0,2023,AlphaTauri
28542,1107,1,29.0,6,6,0,2023,McLaren
28538,1107,214,47.0,5,5,0,2023,Alpine F1 Team
28533,1107,9,377.0,1,1,9,2023,Red Bull
28537,1107,51,9.0,8,8,0,2023,Alfa Romeo
28536,1107,131,178.0,2,2,0,2023,Mercedes
28543,1108,9,411.0,1,1,10,2023,Red Bull
28544,1108,117,181.0,3,3,0,2023,Aston Martin
28545,1108,6,157.0,4,4,0,2023,Ferrari
28546,1108,131,203.0,2,2,0,2023,Mercedes
28547,1108,51,9.0,9,9,0,2023,Alfa Romeo
28548,1108,214,47.0,6,6,0,2023,Alpine F1 Team
28549,1108,3,11.0,7,7,0,2023,Williams
28550,1108,213,2.0,10,10,0,2023,AlphaTauri
28551,1108,210,11.0,8,8,0,2023,Haas F1 Team
28552,1108,1,59.0,5,5,0,2023,McLaren
28553,1109,9,452.0,1,1,11,2023,Red Bull
28554,1109,117,184.0,3,3,0,2023,Aston Martin
28555,1109,6,167.0,4,4,0,2023,Ferrari
28556,1109,131,223.0,2,2,0,2023,Mercedes
28557,1109,51,9.0,9,9,0,2023,Alfa Romeo
28558,1109,214,47.0,6,6,0,2023,Alpine F1 Team
28559,1109,3,11.0,7,7,0,2023,Williams
28560,1109,213,2.0,10,10,0,2023,AlphaTauri
28561,1109,210,11.0,8,8,0,2023,Haas F1 Team
28562,1109,1,87.0,5,5,0,2023,McLaren
28563,1110,9,503.0,1,1,12,2023,Red Bull
28564,1110,117,196.0,3,3,0,2023,Aston Martin
28565,1110,6,191.0,4,4,0,2023,Ferrari
28566,1110,131,247.0,2,2,0,2023,Mercedes
28567,1110,51,9.0,9,9,0,2023,Alfa Romeo
28568,1110,214,57.0,6,6,0,2023,Alpine F1 Team
28569,1110,3,11.0,7,7,0,2023,Williams
28570,1110,213,3.0,10,10,0,2023,AlphaTauri
28571,1110,210,11.0,8,8,0,2023,Haas F1 Team
28572,1110,1,103.0,5,5,0,2023,McLaren
28573,1111,9,540.0,1,1,13,2023,Red Bull
28574,1111,117,215.0,3,3,0,2023,Aston Martin
28575,1111,6,201.0,4,4,0,2023,Ferrari
28576,1111,131,255.0,2,2,0,2023,Mercedes
28577,1111,51,9.0,9,9,0,2023,Alfa Romeo
28578,1111,214,73.0,6,6,0,2023,Alpine F1 Team
28579,1111,3,15.0,7,7,0,2023,Williams
28580,1111,213,3.0,10,10,0,2023,AlphaTauri
28581,1111,210,11.0,8,8,0,2023,Haas F1 Team
28582,1111,1,111.0,5,5,0,2023,McLaren
28583,1112,9,583.0,1,1,14,2023,Red Bull
28584,1112,117,217.0,4,4,0,2023,Aston Martin
28585,1112,6,228.0,3,3,0,2023,Ferrari
28586,1112,131,273.0,2,2,0,2023,Mercedes
28587,1112,51,10.0,9,9,0,2023,Alfa Romeo
28588,1112,214,73.0,6,6,0,2023,Alpine F1 Team
28589,1112,3,21.0,7,7,0,2023,Williams
28590,1112,213,3.0,10,10,0,2023,AlphaTauri
28591,1112,210,11.0,8,8,0,2023,Haas F1 Team
28592,1112,1,115.0,5,5,0,2023,McLaren
28593,1113,9,597.0,1,1,14,2023,Red Bull
28594,1113,117,217.0,4,4,0,2023,Aston Martin
28595,1113,6,265.0,3,3,1,2023,Ferrari
28596,1113,131,289.0,2,2,0,2023,Mercedes
28597,1113,51,10.0,9,9,0,2023,Alfa Romeo
28598,1113,214,81.0,6,6,0,2023,Alpine F1 Team
28599,1113,3,21.0,7,7,0,2023,Williams
28600,1113,213,5.0,10,10,0,2023,AlphaTauri
28601,1113,210,12.0,8,8,0,2023,Haas F1 Team
28602,1113,1,139.0,5,5,0,2023,McLaren
28603,1114,9,623.0,1,1,15,2023,Red Bull
28604,1114,117,221.0,4,4,0,2023,Aston Martin
28605,1114,6,285.0,3,3,1,2023,Ferrari
28606,1114,131,305.0,2,2,0,2023,Mercedes
28607,1114,51,10.0,9,9,0,2023,Alfa Romeo
28608,1114,214,84.0,6,6,0,2023,Alpine F1 Team
28609,1114,3,21.0,7,7,0,2023,Williams
28610,1114,213,5.0,10,10,0,2023,AlphaTauri
28611,1114,210,12.0,8,8,0,2023,Haas F1 Team
28612,1114,1,172.0,5,5,0,2023,McLaren
28660,1115,213,5.0,10,10,0,2023,AlphaTauri
28658,1115,214,90.0,6,6,0,2023,Alpine F1 Team
28662,1115,1,219.0,5,5,0,2023,McLaren
28661,1115,210,12.0,9,9,0,2023,Haas F1 Team
28659,1115,3,23.0,7,7,0,2023,Williams
28657,1115,51,16.0,8,8,0,2023,Alfa Romeo
28656,1115,131,326.0,2,2,0,2023,Mercedes
28655,1115,6,298.0,3,3,1,2023,Ferrari
28654,1115,117,230.0,4,4,0,2023,Aston Martin
28653,1115,9,657.0,1,1,16,2023,Red Bull
28671,1116,210,12.0,9,9,0,2023,Haas F1 Team
28669,1116,3,26.0,7,7,0,2023,Williams
28665,1116,6,322.0,3,3,1,2023,Ferrari
28672,1116,1,242.0,4,4,0,2023,McLaren
28670,1116,213,10.0,10,10,0,2023,AlphaTauri
28668,1116,214,100.0,6,6,0,2023,Alpine F1 Team
28667,1116,51,16.0,8,8,0,2023,Alfa Romeo
28666,1116,131,344.0,2,2,0,2023,Mercedes
28664,1116,117,236.0,5,5,0,2023,Aston Martin
28663,1116,9,706.0,1,1,17,2023,Red Bull
28673,1117,9,731.0,1,1,18,2023,Red Bull
28674,1117,117,236.0,5,5,0,2023,Aston Martin
28675,1117,6,349.0,3,3,1,2023,Ferrari
28676,1117,131,371.0,2,2,0,2023,Mercedes
28677,1117,51,16.0,9,9,0,2023,Alfa Romeo
28678,1117,214,101.0,6,6,0,2023,Alpine F1 Team
28679,1117,3,28.0,7,7,0,2023,Williams
28680,1117,213,16.0,8,8,0,2023,AlphaTauri
28681,1117,210,12.0,10,10,0,2023,Haas F1 Team
28682,1117,1,256.0,4,4,0,2023,McLaren
28683,1118,9,782.0,1,1,19,2023,Red Bull
28684,1118,117,261.0,5,5,0,2023,Aston Martin
28685,1118,6,362.0,3,3,1,2023,Ferrari
28686,1118,131,382.0,2,2,0,2023,Mercedes
28687,1118,51,16.0,9,9,0,2023,Alfa Romeo
28688,1118,214,108.0,6,6,0,2023,Alpine F1 Team
28689,1118,3,28.0,7,7,0,2023,Williams
28690,1118,213,21.0,8,8,0,2023,AlphaTauri
28691,1118,210,12.0,10,10,0,2023,Haas F1 Team
28692,1118,1,282.0,4,4,0,2023,McLaren
28693,1119,9,822.0,1,1,20,2023,Red Bull
28694,1119,117,273.0,5,5,0,2023,Aston Martin
28695,1119,6,388.0,3,3,1,2023,Ferrari
28696,1119,131,392.0,2,2,0,2023,Mercedes
28697,1119,51,16.0,9,9,0,2023,Alfa Romeo
28698,1119,214,120.0,6,6,0,2023,Alpine F1 Team
28699,1119,3,28.0,7,7,0,2023,Williams
28700,1119,213,21.0,8,8,0,2023,AlphaTauri
28701,1119,210,12.0,10,10,0,2023,Haas F1 Team
28702,1119,1,284.0,4,4,0,2023,McLaren
28703,1120,9,860.0,1,1,21,2023,Red Bull
28704,1120,117,280.0,5,5,0,2023,Aston Martin
28705,1120,6,406.0,3,3,1,2023,Ferrari
28706,1120,131,409.0,2,2,0,2023,Mercedes
28707,1120,51,16.0,9,9,0,2023,Alfa Romeo
28708,1120,214,120.0,6,6,0,2023,Alpine F1 Team
28709,1120,3,28.0,7,7,0,2023,Williams
28710,1120,213,25.0,8,8,0,2023,AlphaTauri
28711,1120,210,12.0,10,10,0,2023,Haas F1 Team
28712,1120,1,302.0,4,4,0,2023,McLaren
